"TSN"	"Common Name"	"LeafType"	"LeafArrangement"	"LeafAttachment"	"LeafEdge"	"LeafVeins"	"FlowerType"	"FlowerArrangement"	"FlowerAttachment"	"FlowerSymmetry"	"FlowerPetalNumber"	"FlowerPetalColor"	"FruitType"	"FruitArrangement"	"FruitAttachment"	"FruitColor"	"BarkAttachment"	"BarkTexture"	"BarkColor"	"ThornType"	"ThornArrangement"	"ThornStiffness"	"TendrilType"	"TendrilArrangement"	"TendrilAttach"	"PlantDetails"
"028775"	"maple, Norway"	"simple"	"opposite"	"stemmed"	"lobed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"key, winged"	"multiple clusters"	"stemmed"	"tan (mature); green (imma"	"firm"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf stalk pink to yellow with milky sap when brushed; wings of seed growing at wide angle to each other (almost 180 degrees)"
"028777"	"sumac, staghorn"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"other"	"multiple clusters"	"stemmed"	"radial"		"whitish, greenish"	"berry-like"	"multiple clusters"	"stemmed"	"reddish"	"firm"	"other"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"branches velvety hairy; leaf hairy; leaf axis reddish; fruit covered with long red hairs"
"028782"	"sumac, smooth"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"		"5"	"white (tiny)"	"berry-like"	"multiple clusters"	"stemmed"	"dark red"	"firm"	"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"young trunk with waxy bloom; fruit covered in short sticky hairs;"
"028821"	"ivy, poison"	"compound"	"alternate"	"stemmed"	"lobed"	"palm-like"		"multiple clusters"	"stemmed"			"white"	"berry-like"	"multiple clusters"	"stemmed"	"white"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"old stems covered with fibrous roots looking like hairs;"
"028827"	"tree-of-heaven"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"						"multiple clusters"	"stemmed"				"gray"							
"029095"	"wood-sorrel, common yellow"	"compound"	"alternate"	"stemmed"	"smooth"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"tan"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"seed pods have sharp angle between seed pod and bent stalk;"
"029107"	"geranium, wild"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to lavender"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029115"	"cranes-bill, small-flowered"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to lilac"	"seed-ike"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029119"	"Robert, herb"	"compound"	"opposite"	"stemmed"	"toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"rose purple (rarely white)"	"seed-like"	"multiple clusters"	"stemmed"	"pinkish"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029147"	"alfilaria"	"compound"	"whorled"	"stemmed"	"``"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"rose to pink"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"hairy stems"
"029182"	"jewelweed"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple cluster"	"stemmed"	"bilateral"	"3"	"orange"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029189"	"touch-me-not, pale"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"yellowish"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem succulent"
"029314"	"milkwort, purple"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"2"	"purple to green to white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029377"	"spikenard"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"		"multiple clusters"	"stemmed"			"white"	"berry-like"	"multiple clusters"	"stemmed"	"purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower clusters above leaves"
"029393"	"ivy, English"	"simple"	"alternate"	"stemmed"	"lobed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"green"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029400"	"ginseng, dwarf"	"compound"	"whorled"	"stemmed"	"toothed"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"white to pink"	"berry-like"	"single cluster"	"stemmed"	"yellow"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"root rounded, white, tuberous;"
"029456"	"water-hemlock"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems usually mottled or streaked purple; veins ending in notch between teeth"
"029473"	"poison-hemlock"	"compound"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029475"	"honewort"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029477"	"carrot, wild"	"compound"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"one reddish-brown floret near umbel center"
"029671"	"parsnip, cow"	"compound"	"alternate"	"clasping"	"lobed & toothed"	"feather-like"		"multiple clusters"				"white"	"seed-like"	"multiple clusters"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals indented at tip; leaflets maple-like; sheath of leaf stem inflated; main stem ridged and hollow; leaves hairy beneath;"
"029856"	"snakeroot, black"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"indistinguishable"	"greenish to whitish"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"029914"	"butterfly-bush"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"deep purple"	"seed-like"	"multiple clusters"	"stemmed"					"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"030157"	"Indian-hemp"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"030238"	"periwinkle, common"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"5"	"blue, lavender"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petiole asymetrical; petals create star-outline at center; sap mikly;"
"030241"	"milkweed, swamp"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to red"	"seed-like"	"multiple clusters"	"stemmed"	"brown with white hairs"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves long and narrow (lanceolate)"
"030310"	"milkweed, common"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to red"	"seed-like"	"multiple clusters"	"stemmed"	"brown with white hairs"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves broad-oblong, light green with gray down beneath"
"030313"	"butterfly-weed"	"simple"	"alternate & opposite"	"stemmed"	"smooth"	"net-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"orange to yellow-red"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems hairy"
"030413"	"horse-nettle"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"bluish white"	"berry-like"	"multiple clusters"	"stemmed"	"orange"	"no bark"	"no bark"	"no bark"	"short"	"stem & leaf"	"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves lower leaf stems, and leaf stalks covered with prickles;"
"030414"	"nightshade, bittersweet"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"violet to white"	"berry-like"	"multiple clusters"	"stemmed"	"green to red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"yellow anthers form beak;"
"030520"	"jimsonweed"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"5"	"white to violet to lavender"	"seed-like"	"solitary"	"stemmed"	"green"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"030650"	"bindweed, hedge"	"simple"	"alternate"	"stemmed"	"smooth"	"palm-like"	"regular"	"solitary"	"stemmed"	"radial"	"5"	"white to pink"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"030705"	"bindweed, field"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"variable"	"white or pink"	"seed-like"	"solitary"	"stemmed"	"tan"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"				"leaf base lobes pointed"
"030712"	"dodder, common"	"simple"	"opposite"	"stemless"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemless"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"030934"	"phlox, blue"	"simple"	"opposite"	"stemless"	"smooth"		"regular"	"single cluster"	"stemmed"	"radial"	"5"	"blue to purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"upper stem and calyx hairy; flower lobes as long as tube; flower lobe tips often indented; leaves obtuse or acute-not sharp-pointed; petals hairless and glandless;"
"031390"	"waterleaf, broad-leaved"	"simple"	"variable"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"031396"	"waterleaf, Virginia"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"white to violet"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with 5-7 lobes; filaments hairy; leaves mottled;"
"031691"	"forget-me-not, smaller"	"simple"	"alternate"	"stemless"	"smooth"	"not visible"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"blue with yellow center"	"nut-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem downy:"
"031697"	"forget-me-not, true"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"violet, blue, white"	"nut-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems slightly hairy; leaves hairy; flower with yellow eye; plants forming mats;"
"032071"	"vervain, blue"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"		"multiple clusters"		"radial"	"5"	"bluish purple"	"nut-like"	"multiple clusters"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem grooved and 4-sided; plant smooth or rough-hairy;"
"032127"	"vervain, white"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemless"	"radial"	"5"	"white"	"nut-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems usually hairy and 4-sided; plants erect;"
"032254"	"water-horehound, cut-leaved"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemless"	"bilateral"	"2"	"white"	"nut-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem square and ribbed with fine hairs;"
"032255"	"water-horehound"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemless"	"bilateral"	"2"	"white"	"nut-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032323"	"hedge-nettle, common"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemless"	"bilateral"	"2"	"pink to violet"	"nut-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems square with bristles on angles;"
"032352"	"germander, American"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"2"	"pink to purple"	"nut-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem hairy; stamens protruding upward; upper petal lip missing; lower petal lips prominent;"
"032381"	"heal-all"	"simple"	"opposite"	"stemmed"	"hairs or bristles"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemless"	"bilateral"	"2"	"violet to bluish to white"	"nut-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems square; veins of main leaf hairy; middle lobe of lower petal fringed; leaves usually smopth above'"
"032454"	"bugleweed, carpet"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"single cluster"	"stemless"	"bilateral"	"2"	"blue"		"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032460"	"woodmint, downy"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"		"bilateral"	"2"	"pale blue with purple spots"	"nut-like"	"multiple clusters"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves whitish beneath; stems downy"
"032474"	"richweed"	"simple"	"opposite"	"multiple"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow"	"nut-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032520"	"pennyroyal, American"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"violet"	"nut-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032539"	"henbit"	"simple"	"opposite"	"multiple"	"toothed"	"palm-like"	"split - upper & lower lips"	"multiple clusters"	"stemless"	"bilateral"	"2"	"purple, red, pink"	"cone-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem square"
"032543"	"dead-nettle, purple"	"simple"	"opposite"	"stemmed"	"toothed"	"palm-like"	"split - upper & lower lips"	"single cluster"	"stemless"	"bilateral"	"2"	"orange to red"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves overlap; leaves often purplish;"
"032548"	"mother-wort, common"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"palm-like"	"pea-like"	"multiple clusters"	"stemless"	"bilateral"	"2"	"pink to lilac"	"nut-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems square; upper lip furry;"
"032565"	"balm, common"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow to white"	"nut-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032765"	"skullcap, mad-dog"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"violet to blue"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower racemes one-sided; stem square;"
"032770"	"skullcap, downy"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white with purple tips"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"all sepals densely or sparingly hairy with appressed glandular hairs; lowest pair of flowers subtended by bracts;"
"032874"	"plantain, narrow-leaved"	"simple"	"basal"	"stemmed"	"smooth"	"parallel"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"green to tan"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032887"	"plantain, common"	"simple"	"basal"	"stemmed"	"toothed"	"palm-like"	"head"	"multiple clusters"	"stemless"	"radial"	"4"	"white"	"seed-like"	"multiple clusters"	"stemless"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"leaves reddish at base:"
"032929"	"ash, green"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"		"multiple clusters"	"stemmed"			"purple"	"key, winged"	"multiple clusters"	"stemmed"	"green"	"flaking or scaling"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaflets hairless or covered with fine,pale or reddish hairs beneath; leaf stalks on two basal leaflets on each leaf have flattened edges (wings)"
"032931"	"ash, white"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"		"multiple clusters"	"stemmed"			"purple"	"key, winged"	"multiple clusters"	"stemmed"	"tan"		"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"grayish-white coating on leaf underside"
"032945"	"ash, black"	"compound"	"opposite"	"stemless"	"toothed"	"feather-like"						"purple"	"key, winged"	"multiple clusters"	"stemmed"	"yellow to tan"		"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaflets have tufts of rusty hairs beneath"
"032976"	"privet, Japanese"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"032980"	"privet, common"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"blackish"	"firm"	"smooth or paper-like"		"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves hairless with pointed tip; anthers not reaching tip of corolla lobes; twigs minutely hairy;"
"032996"	"lilac"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"blue or white"	"seed-like"	"multiple clusters"	"stemmed"		"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"inflorescence a panicle;"
"033182"	"turtlehead"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemless"	"bilateral"	"2"	"white to pink"	"key-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"palate white bearded"
"033216"	"butter-and-eggs"	"simple"	"alternate"	"stemless"	"smooth"	"net-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"2"	"yellow (with orange palate)"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"033235"	"monkey-flower, common"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"violet"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem square ridged; plant sticky, hairy, musk-scented; flower center yellow to whitish"
"033365"	"lousewort, swamp"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"2"	"yellow"	"seed-like"	"single cluster"	"stemmed"	"green"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"upper lip not toothed; upper stems usually hairless;"
"033389"	"mullein, moth"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"white with purple base"	"seed-like"	"single cluster"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"anthers orange; stamens with purplish beards; plant not woolly but glandular hairy in upper parts;"
"033394"	"mullein, common"	"simple"	"alternate & basal"	"clasping"	"smooth"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"5"	"yellow"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"plant coarse woolly; stem leaves extending along the edge of another;"
"033398"	"speedwell, common"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"4"	"blue, violet, lavender, lilac"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"plant creeping and hairy;"
"033405"	"speedwell, bird's-eye"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"bilateral"	"4"	"blue"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"033411"	"speedwell, corn"	"simple"	"opposite"	"stemmed"	"toothed"	"palm-like"	"regular"	"single cluster"	"stemmed"	"bilateral"	"4"	"violet, blue to white"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"sepals unequal; stem and leaves hairy;"
"033417"	"speedwell, slender"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"variable - single & multiple clusters"	"stemmed"	"bilateral"	"4"	"blue (3+1)"	"seed-like"	"variable - single & multiple"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"growth habit prostrate; leafy bracts beneath flower may be alternate;"
