"TSN"	"Common Name"	"Native?"	"Invasive?"	"Typical Habitat"	"Typical flowering time"	"Typical fruiting time"	"Growth habit"	"Annual, Biennial, Perennial"	"Toxicity"	"Medical Uses"	"Culinary Uses"	"Ornamental Uses"	"Other Uses"	"Status-Local"	"Status-State"	"Status-US"	"Status-Global"	"ECR"	"HHCP"	"LEB"	"UWB"	"WSP"	"AR"
"042723"	"lily, turk's cap"	"yes"		"meadows, wet ground"	"Jul-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"M"					
"042754"	"star-of-Bethlehem"	"no"		"fields, roadsides"	"Apr-Jun"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"042909"	"lily-of-the-valley"	"no"		"woods, thickets"	"late spring"		"herb"	"perennial"	"potentially toxic; leaves may be a mild skin irritant"	"flowers & roots used for heart disease, fevers, diuretic; root for burns, epilepsy, scars"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"042943"	"day-lily, orange"	"no"		"roadsides, meadows, borders"	"Jun-Aug"		"herb"	"perennial"	"roots, young leaf plants potentially toxic causing blindness, cancer"	"root tea for diuretic, edema, jaundice, urination difficulty, nose bleed; may have anti-bacterial properties"	"all parts of plant edible and mild"	"no data"	"no data"	"common"				"yes"	"yes"				"yes"
"042977"	"grape-hyacinth"	"no"		"woods"	"Apr-May"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"043007"	"Solomon's-seal, hairy"	"yes"		"woods"	"May-Jun"	"Jun"	"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"043070"	"trillium, red"	"yes"		"rich woods"	"Apr-Jun"		"herb"	"perennial"	"no data"	"root tea for menstrual disorders, induce childbirth; aid labor, coughs, bowel troubles; root tea for hemorrage, asthma, lung"	"no data"	"no data"	"no data"	"uncommon"	"common"	"common"	"common"	"yes"		"yes"			
"043074"	"trillium, large white"	"yes"		"rich woods"	"Apr-Jun"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"uncommon"	"common"	"common"	"common"	"M G"	"yes"	"yes"			
"043110"	"bellwort, perfoliate"	"yes"		"open woods, moist acidic woods"	"May-Jun"		"herb"	"perennial ?"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"043191"	"iris"	"no"		"wet places"	"summer"		"herb"		"considered poisonness"	"root poultice used for swelling, sores, bruises, rheumatism; tea for laxative, emetic, blood cleansing, stimulate bowels,"	"no data"	"no data"	"no data"						"yes"				
"043240"	"blue-eyed-grass, common"	"yes"		"meadows, shores"	"May-Jun"		"herb"	"perennial"	"no data"	"root tea for diarrhea in children; whole plant tea for worms, stomach aches, laxative"	"no data"	"no data"	"no data"					"yes"	"yes"				
"043346"	"greenbrier, common"	"yes"		"woods, thickets"	"Apr-Jun"		"vine"	"perennial"	"may contain steroid precursors"	"stem prickles to relieve pain, muscle cramps, twitching; leaf & stem tea for rheumatism, stomach trouble"	"no data"	"no data"	"no data"						"yes"				"yes"
"043348"	"greenbrier, bristly"	"yes"		"moist woods, thickets"	"May-Jun"		"vine"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"043430"	"orchid, ragged fringed"	"yes"		"bogs, swamps, fields, ditches, meadows"	"Jun-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"043444"	"ladies'-tresses, nodding"	"yes"		"bogs, meadows"	"Aug-Sep"		"herb"		"no data"	"whole plant for diuretic, urinary disorders, veneral disease;"	"no data"	"no data"	"no data"						"yes"				
"043482"	"helleborine"	"no"	"yes"	"woods, ravines"	"Jul-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"181826"	"fir, concolor"	"no"					"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"uncommon"	"uncommon"				"yes"				
"181923"	"amaranth, weedy"	"no"		"open mud flats, swamp flats"		"Jul-Sep"	"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"			"yes"	
"182046"	"serviceberry"	"yes"		"thickets, swamp edges, upland forest"	"Apr-May"	"May"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"	"yes"			
"182135"	"maple, black"	"yes"	"no"	"rich moist soils by waterways"	"early spring"	"late summer into autumn"	"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"				"yes"	"no"				
"183364"	"pine, Austrian"	"no"		"meadow"	"May"		"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"183375"	"pine, red"	"no"		"dry sandy soil"			"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"183385"	"pine, eastern white"	"yes"		"moist sandy acidic soils, cool upland forests"			"tree"	"perennial"	"no data"	"pitch poultice for boils, rheumatism, broken bones, bruises; twigs for kidney and lung ailments; bark or leaf tea for colds,"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"183389"	"pine, Scotch"	"no"					"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"common landscape tree"										"yes"
"183397"	"hemlock, eastern"	"yes"		"mossy slopes, rocky areas, narrow stream valleys"			"tree"	"perennial"	"no data"	"leaf twig tip tea for kidney ailments; stem baths for rheumatism, colds, coughs; inner bark tea for stomach troubles, scurvy,"	"no data"	"no data"	"used in tanning leather"	"common"	"common"	"common"	"common"	"yes"					
"183424"	"fir, Douglas"	"no"		"forests, mountain slopes"			"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"184481"	"mustard, garlic"	"no"	"YES"	"woods, thickets"	"Apr-Jun"		"herb"	"mostly biennial, but annual & pernnial too"	"no data"	"no known uses"	"some uses - Kallas"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"			"yes"	
"187307"	"spruce, blue"	"no"		"along streams, slopes"			"tree"	"perennial"	"no data"	"no data"	"no data"	"widely used in landscapes"	"no data"										"yes"
"194885"	"yew, Canada"	"yes"		"coniferous woods, bogs"			"shrub"	"perennial"	"sap use for poison arrows, berry poisonous if ingested, contains taxine;"	"leaf tea for rheumatism, bowel ailments, fevers, colds, scurvy, clots, diuretic; twigs as fumigant for rheumatism;"	"no data"	"no data"	"no data"					"M"					"yes"
"194886"	"yew, Japanese"	"no"					"shrub"	"perennial"	"potentially toxic"	"no data"	"no data"	"no data"	"no data"						"yes"				
"195773"	"aspen, quaking"	"yes"		"mixed conifer and hardwood forests, rocky, clay, sandy soils"	"early spring"	"late spring"	"tree"	"perennial"	"no data"	"inner bark tea for stomach pain, veneral disease, worms, colds; leaf bud salve for colds, coughs; bark tincture for fevers,"	"no data"	"no data"	"no data"						"yes"				"yes"
"196365"	"dogtooth-violet, yellow"	"yes"	"no"	"woods"	"Mar-May"		"herb"	"perennial"	"no data"	"root tea for fevers; leaf poultice to reduce swelling, emetic, expectorant; root extract may be bactericide"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				
"500995"	"beggar-ticks, tall"	"yes"		"field edges, pond shores"	"Aug-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"501338"	"cohosh, giant blue"	"yes"	"no"	"rich woods"	"Mar-Apr"	"Apr-Jul"	"herb"	"perennial"	"reported poisonness"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"501442"	"spurge, spotted"	"yes"		"dry fields, roadsides"	"summer-fall"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"501468"	"spurge, hairy"	"yes"		"fields, roadsides, disturbed slopes"	"Jun-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"501481"	"celandine"	"no"		"woods edges, moist ground"	"Apr-Aug"		"herb"	"biennial"	"stem juice highly irritating, allergenic"	"stem juice for warts; root tincture for inflammation and hemorroids"	"no data"	"no data"	"no data"						"yes"				
"501635"	"dogwood, gray"	"yes"	"no"	"moist woods, stream banks, thickets"	"Jun-Jul"	"Jul-Oct"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"							"no"			"yes"
"501637"	"dogwood, red osier"	"yes"	"no"	"moist woods, stream banks, thickets"	"May-Aug"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"502157"	"fern, spinulose wood"	"yes"	"no"	"moist or wet woods, swamps"	"no flowers"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"502509"	"Joe-pye-weed, common"	"yes"		"moist woods, wet thickets, meadows"	"Jul-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"502704"	"snowdrop"	"no"	"no"	"moist woods"	"Mar-Apr"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"502801"	"ivy, ground"	"no"		"lawns, roadsides, shady area"	"Apr-Jun"		"herb"	"perennial"	"no data"	"leaf tea for sore throat, mouth sores, fevers, diarrhea, anti-biotic, hypertension, diuretic, aid circulation, conjunctivitis"	"leaves used to ferment and/or flavor beer"	"no data"	"no data"						"yes"	"yes"			"yes"
"502923"	"sunflower, forest"	"yes"		"moist woods, banks, thickets"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"no"	"yes"		"yes"	
"503156"	"holly, Japanese"	"no"					"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"503611"	"club-moss, round-branched tree"	"yes"		"dry woods, open fields, meadows"	"no flowers"	"Apr-Jul"	"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"503655"	"Solomon's-plume"	"yes"		"spring to early summer"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"503721"	"medick, black"	"yes"		"roadsides, wet places"	"Mar-Dec"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"503891"	"hyacinth, Armenian grape"	"no"		"meadow edges"	"Apr"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"503930"	"daffodil"	"no"		"moist meadows"	"spring"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	"yes"
"504090"	"pachysandra"	"no"		"rich woods"	"Apr-May"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"504241"	"ditch-stonecrop"	"yes"		"riverbanks, wet spots"	"Jul-Sep"		"herb"	"perennial"	"no data"	"syrup from seeds for coughs; whole plant tincture for mucus membranes; diarrhea, dysentry; piles, bronchitis, indigestion,"	"no data"	"no data"	"no data"						"yes"			"yes"	
"504798"	"currant, garden red"	"no"		"bogs and wet woods"	"Jun-Jul"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"M"		"yes"			
"504804"	"locust, black"	"yes"		"fields, thickets, roadsides, young woods"	"May-Jun"		"tree"	"perennial"	"all parts toxic including honey from flowers"	"root bark to induce vomiting, for tooth ache, emetic; flower tea for rheumantism, diuretic,"	"no data"	"no data"	"used in strip mine reclaimation"					"yes"	"yes"				"yes"
"504874"	"blackberry, Pennsylvania"	"yes"		"woodland openings and edges, thickets, weedy meadows,fencerows"	"May-Jun"		"shrub"	"perennial"	"no data"	"no danta"	"fruit edible"	"no data"	"no data"						"yes"				
"504981"	"willow, weeping"	"no"					"tree or shrub"	"perennial"	"no data"	"bark for diarrhea, pain, arthritis, rheumatism; bark poultice for corns, cuts, cancer, ulcers, poison ivy rash;"	"no data"	"no data"	"no data"						"yes"				
"504999"	"water-pimpernel"	"yes"		"wet soil, shallow water, stream banks"	"May-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"505004"	"snakeroot, clustered"	"yes"		"Jun-Aug"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"505160"	"senna, southern wild"	"yes"		"Jul-Aug"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"M"					
"505333"	"spiraea, Japanese"	"no"		"Jul"			"shrub"	"perennial"	"no data"	"leaf tea for diarrhea, dysentry; leaf & flower tea for morning sickness, stop bleeding, leukorrhea"	"no data"	"no data"	"no data"						"yes"				
"505434"	"feverfew"	"no"		"Jun-Sep"			"herb"	"perennial"	"may cause dermatitis or allergic reaction or mouth sores"	"whole plant tea for arthritis, colds, fevers, cramps, worms, sedative; leaves for migrane headaches, antiseptic"	"no data"	"no data"	"no data"					"yes"	"yes"				
"505490"	"white-cedar, northern"	"yes"		"swamps, lakeshores, cliffs"			"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"used to make outdoor furniture and fence posts"										"yes"
"505507"	"linden, littleleaf"	"no"		"early summer"	"summer to fall"		"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"used as street shade tree"					"yes"					
"505709"	"violet, marsh blue"	"yes"		"Apr-Jun"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"505864"	"redwood, dawn"	"no"					"tree"	"perennial"	"no data"	"no data"	"no data"	"popular ornamental tree"	"no data"					"yes"					"yes"
"506068"	"bittersweet, Asian"	"no"		"rich thickets, fence rows"	"late spring, early summer"		"herb"	"perennial"	"no data"	"no data"	"no data"	"fruits used by florists"	"no data"					"yes"	"no"				
"507656"	"cudweed, clammy"	"yes"		"open places, dry fields, borders"	"Jun-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"									"yes"	
"507912"	"forsythia"	"no"		"wet forest edges"	"May"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"508093"	"aster, tall flat-topped white"	"yes"		"moist or wet places"	"mid-summer into fall"		"herb"	"perennial"	"no data"	"no data"	"no data"	" no data"	"no data"						"yes"				
"513449"	"aster, large-leaved"	"yes"		"dry open woods"	"Jul-Oct"		"herb"	"perennial"	"no data"	"no data"	"young leaves cooked eaten as greens"	" no data"	"no data"					"yes"	"no"				
"513512"	"buckwheat, climbing false"	"yes"		"woods, thickets"	"Aug-Nov"		"vine"	"perennail"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"516979"	"sweet-clover, white"	"no"		"roadsides, waste places"	"spring thru fall"		"herb"	"bienniel (annual)"	"no data"	"no data"	"no data"	" no data"	"no data"					"yes"	"yes"				"yes"
"518732"	"water-pepper"	"yes"		"wet shores, shallow water"	"Jun-Nov"		"herb"	"annual"	"may cause dermatitis"	"leaf tea for diuretic, urinary ailments, fevers, chills, internal bleeding; leaf poultice for pain, piles;"	"no data"	"no data"	"no data"						"yes"				
"518733"	"smartweed, swamp"	"yes"		"shallow water, wet shores"	"Jun-Nov"		"herb"	"perennail"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"518735"	"smartweed, nodding"	"yes"		"damp soil"	"summer - fall"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					"yes"
"518745"	"pinkweed"	"yes"		"damp soil, roadsides, fields"	"Jun-Oct"		"herb"	"annual"	"fresh sap may cause dermatitis"	"whole plant tea for diarrhea, mouth bleeding; leaf poultice for piles; tops tea for epilepsy"	"no data"	"no data"	"no data"					"yes"	"yes"				
"518749"	"smartweed, dotted"	"yes"		"moist soils, flood plains, shrub swamp, shores"	"Jul-Oct"		"herb"	"annual or perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"			"yes"	
"518755"	"jumpseed"	"yes"		"moist woods"	"summer - fall"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				
"522193"	"aster, blue wood"	"yes"		"open woods, clearings"	"Aug-Oct"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	
"522202"	"aster, white heath"	"yes"		"fields, meadows, roadsides"			"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"522219"	"aster, white panicle"	"yes"		"open, often mosit places"	"summer-fall"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"522220"	"aster, calico"	"yes"		"fields, thickets"	"Aug-Oct"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"522226"	"aster, New England"	"yes"		"thickets, meadows, wet spots"	"Aug-Oct"		"herb"	"perennial"	"no data"	"root tea for diarrhea, fevers"	"no data"	"no data"	"no data"					"yes"	"yes"				
"522230"	"aster, azure"	"yes"		"prairie-like"	"Aug-Oct"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"522234"	"aster, hairy white oldfield"	"yes"		"sandy soils, open dry places"			"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"522253"	"aster, annual saltmarsh"	"yes"																	"yes"				
"565302"	"mint, field"	"yes"		"damp soil"	"Jul-Sep"		"herb"	"perennial"	"no data"	"leaf tea for colds, fevers, sore throats, gas, colic, indigestion, headaches, diarrhea"	"used to flavor sauces and jellies"	" no data"	"no data"						"yes"				
"565311"	"bergamot, wild"	"yes"		"clearings, thickets, woods margins, dry hillsides"	"Jun-Sep"		"herb"	"perennial"	"no data"	"leaf oil for respiratory ailments"	"leaves for mint tea"	"no data"	"no data"					"yes"					
"565368"	"groundsel, running"	"yes"		"woods, grassy places"	"Apr-Jun"		"herb"	"perennial"	"no data"	"no data"	"no data"	" no data"	"no data"					"yes"		"yes"			
"565397"	"chokeberry, black"	"yes"	"no"	"low woods, thickets, roadsides"	"spring"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"565525"	"nightshade, black"	"yes"		"waste places"	"May-Sep"		"herb"	"perennial"	"may contain solanine, steroids reported to cause death"	"leaf juice for tumors, cancer; berries for diuretic, eye disease, fever, rabies;"	"no data"	"no data"	"no data"						"yes"				
"780246"	"knapweed, spotted"	"no"		"fields, roadsides, waste places"	"Jun-Oct"		"herb"	"biennial or short-lived perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"780297"	"fireweed"	"yes"		"thickets , burn clearings"	"Jul-Oct"		"herb"	"annual"	"no data"	"tea used as astringent, bowel problems; externally for sciatica, diarrhea, dropsy"	"no data"	"no data"	"no data"						"yes"				
"780334"	"Joe-pye-weed, purple"	"yes"		"open woods, damp meadows, thickets"	"Jul-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"780377"	"hawkweed, whiplash"	"no"		"lawns, pastures, fields"	"May-Jun"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"810156"	"wood-hyacinth, English"	"no"		"moist areas"	"May"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"810230"	"mandarin, yellow"	"yes"		"moist woods"	"May-Jun"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"823821"	"lady's-thumb"	"no"		"waste places, cultivated ground"	"Jun-Oct"		"herb"	"perennial"	"no data"	"leaf tea for heart troubles, stomach aches, diuretic, kidney stones; whole plant poultice for pain, poison-ivy rash;"	"no data"	"no data"	"whole plant poultice to keep flies off horses"					"M G"	"yes"				
"837788"	"willow, weeping"	"no"		"escape from cultivation"			"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"845784"	"linden, Crimean"	"no"		"escape"			"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
